"WorkingGroup","FishStock","Year","Recruitment","TBiomass","SSB","Landings","YieldSSB","MeanF","SoP","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21"
"hawg","her-irls","1973","2.9159400000000000e+05","89570","52212","2.6936000000000000e+04","5.1590000000000003e-01","7.1550000000000002e-01","105","","","","","","","","","","",""
"hawg","her-irls","1974","1.3001100000000000e+05","58047","36224","1.9940000000000000e+04","5.5049999999999999e-01","7.9200000000000004e-01","102","","","","","","","","","","",""
"hawg","her-irls","1975","1.4524300000000000e+05","46988","27215","1.5588000000000000e+04","5.7279999999999998e-01","7.3080000000000001e-01","93","","","","","","","","","","",""
"hawg","her-irls","1976","1.7552100000000000e+05","46334","25252","9.7710000000000000e+03","3.8690000000000002e-01","6.2649999999999995e-01","106","","","","","","","","","","",""
"hawg","her-irls","1977","1.7014600000000000e+05","44122","24284","7.8330000000000000e+03","3.2260000000000000e-01","5.4200000000000004e-01","100","","","","","","","","","","",""
"hawg","her-irls","1978","1.3498200000000000e+05","41415","25071","7.5590000000000000e+03","3.0149999999999999e-01","5.0500000000000000e-01","109","","","","","","","","","","",""
"hawg","her-irls","1979","2.3831000000000000e+05","52522","26929","1.0321000000000000e+04","3.8329999999999997e-01","6.4219999999999999e-01","100","","","","","","","","","","",""
"hawg","her-irls","1980","1.4834800000000000e+05","44083","26233","1.3130000000000000e+04","5.0049999999999994e-01","6.7949999999999999e-01","93","","","","","","","","","","",""
"hawg","her-irls","1981","4.0541200000000000e+05","69129","30520","1.7103000000000000e+04","5.6040000000000001e-01","9.7099999999999997e-01","99","","","","","","","","","","",""
"hawg","her-irls","1982","6.7263800000000000e+05","105980","45850","1.3000000000000000e+04","2.8349999999999997e-01","6.8430000000000002e-01","99","","","","","","","","","","",""
"hawg","her-irls","1983","7.4461600000000000e+05","131762","63199","2.4981000000000000e+04","3.9529999999999998e-01","6.7930000000000001e-01","96","","","","","","","","","","",""
"hawg","her-irls","1984","5.7318700000000000e+05","114355","63446","2.6779000000000000e+04","4.2209999999999998e-01","8.5080000000000000e-01","101","","","","","","","","","","",""
"hawg","her-irls","1985","5.1708300000000000e+05","111009","62863","2.0426000000000000e+04","3.2490000000000002e-01","4.8930000000000001e-01","98","","","","","","","","","","",""
"hawg","her-irls","1986","5.3911800000000000e+05","121991","67457","2.5024000000000000e+04","3.7100000000000000e-01","6.3700000000000001e-01","100","","","","","","","","","","",""
"hawg","her-irls","1987","9.7914400000000000e+05","152842","74656","2.6200000000000000e+04","3.5089999999999999e-01","7.2799999999999998e-01","100","","","","","","","","","","",""
"hawg","her-irls","1988","3.9404300000000000e+05","112886","73026","2.0447000000000000e+04","2.8000000000000003e-01","4.0500000000000003e-01","100","","","","","","","","","","",""
"hawg","her-irls","1989","4.7617700000000000e+05","113542","66817","2.3254000000000000e+04","3.4799999999999998e-01","5.2449999999999997e-01","100","","","","","","","","","","",""
"hawg","her-irls","1990","4.3008600000000000e+05","100951","61509","1.8404000000000000e+04","2.9920000000000002e-01","4.4469999999999998e-01","101","","","","","","","","","","",""
"hawg","her-irls","1991","1.8126300000000000e+05","72762","49500","2.5562000000000000e+04","5.1639999999999997e-01","6.7530000000000001e-01","99","","","","","","","","","","",""
"hawg","her-irls","1992","9.6253200000000000e+05","129137","55704","2.1127000000000000e+04","3.7930000000000003e-01","9.7399999999999998e-01","105","","","","","","","","","","",""
"hawg","her-irls","1993","3.3117400000000000e+05","89834","57086","1.8618000000000000e+04","3.2610000000000000e-01","5.6699999999999995e-01","100","","","","","","","","","","",""
"hawg","her-irls","1994","7.0450100000000000e+05","123430","65853","1.9300000000000000e+04","2.9310000000000003e-01","4.2299999999999999e-01","100","","","","","","","","","","",""
"hawg","her-irls","1995","6.8567400000000000e+05","122999","69150","2.3305000000000000e+04","3.3700000000000002e-01","5.3400000000000003e-01","100","","","","","","","","","","",""
"hawg","her-irls","1996","3.4340200000000000e+05","93948","62043","1.8816000000000000e+04","3.0330000000000001e-01","3.9069999999999999e-01","100","","","","","","","","","","",""
"hawg","her-irls","1997","3.7490600000000000e+05","85469","51419","2.0496000000000000e+04","3.9860000000000001e-01","5.9899999999999998e-01","100","","","","","","","","","","",""
"hawg","her-irls","1998","2.4477800000000000e+05","67378","42061","1.8041000000000000e+04","4.2890000000000000e-01","6.1980000000000002e-01","100","","","","","","","","","","",""
"hawg","her-irls","1999","5.1752800000000000e+05","80110","39862","1.8485000000000000e+04","4.6370000000000000e-01","8.4350000000000003e-01","100","","","","","","","","","","",""
"hawg","her-irls","2000","4.5768900000000000e+05","76047","38625","1.7191000000000000e+04","4.4510000000000000e-01","8.4019999999999995e-01","100","","","","","","","","","","",""
"hawg","her-irls","2001","4.2798700000000000e+05","66907","35157","1.5269000000000000e+04","4.3430000000000002e-01","7.3299999999999998e-01","101","","","","","","","","","","",""
"hawg","her-irls","2002","5.4368300000000000e+05","85152","43584","7.4650000000000000e+03","1.7130000000000001e-01","2.9049999999999998e-01","100","","","","","","","","","","",""
"hawg","her-irls","2003","1.1783600000000000e+05","52029","34682","1.1536000000000000e+04","3.3260000000000001e-01","3.8200000000000001e-01","100","","","","","","","","","","",""
"hawg","her-irls","2004","3.0566400000000000e+05","55944","29076","1.2743000000000000e+04","4.3830000000000002e-01","5.1300000000000001e-01","101","","","","","","","","","","",""
"hawg","her-irls","2005","9.8232400000000000e+05","99896","41875","9.4940000000000000e+03","2.2670000000000001e-01","3.9319999999999999e-01","100","","","","","","","","","","",""
"hawg","her-irls","2006","3.6933000000000000e+05","84614","52471","6.9440000000000000e+03","1.3230000000000000e-01","2.0050000000000001e-01","100","","","","","","","","","","",""
"hawg","her-irls","2007","8.2799300000000000e+05","104459","57743","7.6360000000000000e+03","1.3220000000000001e-01","1.5620000000000001e-01","100","","","","","","","","","","",""
"hawg","her-irls","2008","3.7376700000000000e+05","110744","78351","5.8720000000000000e+03","7.4899999999999994e-02","8.5500000000000007e-02","100","","","","","","","","","","",""
"hawg","her-irls","2009","1.4325740000000000e+06","191440","105903","5.7450000000000000e+03","5.4199999999999998e-02","6.5299999999999997e-02","100","","","","","","","","","","",""
"hawg","her-irls","2010","4.1705600000000000e+05","168141","114319","8.3700000000000000e+03","7.3200000000000001e-02","8.4500000000000006e-02","100","","","","","","","","","","",""
"hawg","her-irls","2011","4.1705600000000000e+05","","118399","","","","","","","","","","","","","","",""
"hawg","her-vian","1957","1.0306790000000000e+06","386792","174398","4.3438000000000000e+04","2.4909999999999999e-01","2.9930000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1958","2.0090740000000000e+06","471412","187830","5.9669000000000000e+04","3.1769999999999998e-01","3.5360000000000003e-01","100","","","","","","","","","","",""
"hawg","her-vian","1959","2.0519190000000000e+06","505691","197825","6.5221000000000000e+04","3.2969999999999999e-01","3.2879999999999998e-01","100","","","","","","","","","","",""
"hawg","her-vian","1960","6.0523100000000000e+05","403413","229110","6.3759000000000000e+04","2.7829999999999999e-01","2.1279999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1961","1.2491620000000000e+06","411009","229080","4.6353000000000000e+04","2.0230000000000001e-01","1.3969999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1962","2.2400890000000000e+06","514435","218288","5.8195000000000000e+04","2.6660000000000000e-01","2.2170000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1963","2.0719050000000000e+06","546736","240738","4.9030000000000000e+04","2.0369999999999999e-01","1.9560000000000000e-01","100","","","","","","","","","","",""
"hawg","her-vian","1964","9.6311400000000000e+05","498947","285512","6.4234000000000000e+04","2.2500000000000001e-01","1.6350000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1965","7.7479430000000000e+06","1087101","294012","6.8669000000000000e+04","2.3360000000000000e-01","1.6719999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1966","1.0584050000000000e+06","825253","407680","1.0061900000000000e+05","2.4679999999999999e-01","2.0219999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1967","2.4857340000000000e+06","810936","441171","9.0400000000000000e+04","2.0490000000000000e-01","1.9600000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1968","4.0918260000000000e+06","936932","421337","8.4614000000000000e+04","2.0080000000000001e-01","1.4710000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1969","2.9964450000000000e+06","966910","460042","1.0717000000000000e+05","2.3300000000000001e-01","2.4759999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1970","3.4381170000000000e+06","990440","433059","1.6593000000000000e+05","3.8319999999999999e-01","3.6470000000000002e-01","100","","","","","","","","","","",""
"hawg","her-vian","1971","9.5645450000000000e+06","1506916","308128","2.0716700000000000e+05","6.7230000000000001e-01","7.9830000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1972","2.6747780000000000e+06","1108577","436835","1.6475600000000000e+05","3.7719999999999998e-01","3.6880000000000002e-01","100","","","","","","","","","","",""
"hawg","her-vian","1973","1.0731080000000000e+06","798369","382076","2.1027000000000000e+05","5.5030000000000001e-01","6.0929999999999995e-01","100","","","","","","","","","","",""
"hawg","her-vian","1974","1.6695590000000000e+06","574028","201883","1.7816000000000000e+05","8.8249999999999995e-01","9.6220000000000006e-01","100","","","","","","","","","","",""
"hawg","her-vian","1975","2.0876230000000000e+06","431810","105647","1.1400100000000000e+05","1.0790999999999999e+00","9.1530000000000000e-01","100","","","","","","","","","","",""
"hawg","her-vian","1976","5.9908100000000000e+05","260989","71891","9.3642000000000000e+04","1.3026000000000000e+00","1.0802000000000000e+00","100","","","","","","","","","","",""
"hawg","her-vian","1977","6.1508000000000000e+05","160357","50275","4.1341000000000000e+04","8.2230000000000003e-01","1.0181000000000000e+00","100","","","","","","","","","","",""
"hawg","her-vian","1978","9.0692300000000000e+05","167881","46608","2.2156000000000000e+04","4.7539999999999999e-01","7.1660000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1979","1.2140300000000000e+06","213564","70607","6.0000000000000000e+01","8.0000000000000004e-04","8.0000000000000004e-04","100","","","","","","","","","","",""
"hawg","her-vian","1980","8.7730300000000000e+05","249380","120278","3.0600000000000000e+02","2.5000000000000001e-03","4.0000000000000002e-04","100","","","","","","","","","","",""
"hawg","her-vian","1981","1.6532900000000000e+06","361284","129730","5.1420000000000000e+04","3.9639999999999997e-01","3.6799999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1982","7.6307200000000000e+05","302177","107109","9.2360000000000000e+04","8.6229999999999996e-01","6.8610000000000004e-01","100","","","","","","","","","","",""
"hawg","her-vian","1983","2.9150590000000000e+06","418529","78734","6.3523000000000000e+04","8.0679999999999996e-01","7.2919999999999996e-01","100","","","","","","","","","","",""
"hawg","her-vian","1984","1.1102700000000000e+06","345656","116420","5.6012000000000000e+04","4.8110000000000003e-01","5.3280000000000005e-01","100","","","","","","","","","","",""
"hawg","her-vian","1985","1.1857890000000000e+06","340823","142534","3.9142000000000000e+04","2.7460000000000001e-01","3.2900000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1986","8.7546900000000000e+05","306436","127401","7.0764000000000000e+04","5.5540000000000000e-01","5.5010000000000003e-01","100","","","","","","","","","","",""
"hawg","her-vian","1987","2.0517450000000000e+06","368800","116879","4.4360000000000000e+04","3.7950000000000000e-01","3.6370000000000002e-01","100","","","","","","","","","","",""
"hawg","her-vian","1988","8.7633800000000000e+05","323143","140689","3.5591000000000000e+04","2.5300000000000000e-01","2.9990000000000000e-01","100","","","","","","","","","","",""
"hawg","her-vian","1989","8.0679000000000000e+05","304884","155587","3.4026000000000000e+04","2.1870000000000001e-01","2.5910000000000000e-01","100","","","","","","","","","","",""
"hawg","her-vian","1990","4.2667700000000000e+05","258048","145013","4.4693000000000000e+04","3.0819999999999997e-01","3.6759999999999998e-01","100","","","","","","","","","","",""
"hawg","her-vian","1991","3.7617500000000000e+05","199166","118059","2.8529000000000000e+04","2.4160000000000001e-01","2.7650000000000002e-01","100","","","","","","","","","","",""
"hawg","her-vian","1992","7.8885700000000000e+05","184941","91153","2.8985000000000000e+04","3.1800000000000000e-01","3.0180000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1993","5.7468200000000000e+05","176090","92859","3.1778000000000000e+04","3.4220000000000000e-01","2.6010000000000000e-01","100","","","","","","","","","","",""
"hawg","her-vian","1994","8.4204000000000000e+05","170142","85041","2.4430000000000000e+04","2.8730000000000000e-01","2.3580000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","1995","6.0303900000000000e+05","151836","67752","2.9575000000000000e+04","4.3650000000000000e-01","2.7229999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1996","9.1412100000000000e+05","186061","105933","2.6105000000000000e+04","2.4640000000000001e-01","1.7599999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1997","1.4639020000000000e+06","203675","68773","3.5233000000000000e+04","5.1229999999999998e-01","5.2929999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","1998","4.8670600000000000e+05","182886","97683","3.3353000000000000e+04","3.4139999999999998e-01","5.2059999999999995e-01","100","","","","","","","","","","",""
"hawg","her-vian","1999","3.0390100000000000e+05","140855","81518","2.9736000000000000e+04","3.6480000000000001e-01","3.2140000000000002e-01","100","","","","","","","","","","",""
"hawg","her-vian","2000","1.6411780000000000e+06","199263","69353","1.8322000000000000e+04","2.6419999999999999e-01","2.5190000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","2001","1.0937390000000000e+06","221656","113311","2.4556000000000000e+04","2.1670000000000000e-01","2.0230000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","2002","1.1426770000000000e+06","254838","132036","3.2914000000000000e+04","2.4929999999999999e-01","3.5749999999999998e-01","100","","","","","","","","","","",""
"hawg","her-vian","2003","4.4625700000000000e+05","212373","132540","2.8081000000000000e+04","2.1190000000000001e-01","2.2470000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","2004","2.6688600000000000e+05","167365","116523","2.5021000000000000e+04","2.1470000000000000e-01","2.0219999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","2005","3.1234800000000000e+05","140041","96873","1.4129000000000000e+04","1.4590000000000000e-01","1.2189999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","2006","5.3537100000000000e+05","161136","92837","2.7346000000000000e+04","2.9459999999999997e-01","2.2439999999999999e-01","100","","","","","","","","","","",""
"hawg","her-vian","2007","2.7738200000000000e+05","141374","91319","2.9616000000000000e+04","3.2429999999999998e-01","2.8070000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","2008","3.4233900000000000e+05","128845","90128","1.6054000000000000e+04","1.7810000000000001e-01","1.5220000000000000e-01","100","","","","","","","","","","",""
"hawg","her-vian","2009","6.3016700000000000e+05","165976","74800","1.8508000000000000e+04","2.4740000000000001e-01","2.3760000000000001e-01","100","","","","","","","","","","",""
"hawg","her-vian","2010","5.8813700000000000e+05","774993","61649","1.9877000000000000e+04","3.2240000000000002e-01","2.6560000000000000e-01","100","","","","","","","","","","",""
"hawg","her-vian","2011","5.8813700000000000e+05","","80998","","","","","","","","","","","","","","",""
"nwwg","cap-icel","1979","6.0000000000000000e+07","","600000","9.8000000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1980","6.6000000000000000e+07","","300000","6.8400000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1981","4.9000000000000000e+07","","170000","6.2600000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1982","1.4600000000000000e+08","","140000","","","","","","","","","","","","","","",""
"nwwg","cap-icel","1983","1.2400000000000000e+08","","260000","5.7300000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1984","2.5100000000000000e+08","","440000","8.9700000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1985","9.9000000000000000e+07","","460000","1.3120000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","1986","1.5600000000000000e+08","","460000","1.3330000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","1987","1.4400000000000000e+08","","420000","1.1160000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","1988","8.1000000000000000e+07","","400000","1.0370000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","1989","6.4000000000000000e+07","","440000","8.0800000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1990","1.1800000000000000e+08","","115000","3.1400000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1991","1.3300000000000000e+08","","330000","6.7700000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1992","1.6300000000000000e+08","","475000","7.8800000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1993","1.4400000000000000e+08","","499000","1.1790000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","1994","2.2400000000000000e+08","","460000","8.6400000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1995","1.9700000000000000e+08","","420000","9.2900000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","1996","1.9100000000000000e+08","","830000","1.5710000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","1997","1.6500000000000000e+08","","430000","1.2450000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","1998","1.6800000000000000e+08","","492000","1.1000000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","1999","1.3800000000000000e+08","","500000","9.3300000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2000","1.4600000000000000e+08","","650000","1.0710000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","2001","1.4000000000000000e+08","","450000","1.2490000000000000e+06","","","","","","","","","","","","","",""
"nwwg","cap-icel","2002","1.4200000000000000e+08","","475000","9.8800000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2003","1.3200000000000000e+08","","410000","7.4100000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2004","5.7000000000000000e+07","","535000","7.8300000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2005","1.2400000000000000e+08","","602000","2.3800000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2006","6.6000000000000000e+07","","400000","3.7700000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2007","3.1000000000000000e+07","","410000","2.0200000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2008","4.4000000000000000e+07","","406000","1.5000000000000000e+04","","","","","","","","","","","","","",""
"nwwg","cap-icel","2009","7.8000000000000000e+07","","328000","1.5100000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2010","1.0600000000000000e+08","","410000","3.9100000000000000e+05","","","","","","","","","","","","","",""
"nwwg","cap-icel","2011","","","411000","","","","","","","","","","","","","","",""
"nwwg","cod-farp","1961","1.2019000000000000e+04","65428","46439","2.1598000000000000e+04","4.6510000000000001e-01","6.0589999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1962","2.0654000000000000e+04","68225","43326","2.0967000000000000e+04","4.8390000000000000e-01","5.2259999999999995e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1963","2.0290000000000000e+04","77602","49054","2.2215000000000000e+04","4.5290000000000002e-01","4.9440000000000001e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1964","2.1834000000000000e+04","84666","55362","2.1078000000000000e+04","3.8069999999999998e-01","5.0170000000000003e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1965","8.2690000000000000e+03","75043","57057","2.4212000000000000e+04","4.2440000000000000e-01","4.9090000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1966","1.8566000000000000e+04","83919","60629","2.0418000000000000e+04","3.3679999999999999e-01","4.7430000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1967","2.3451000000000000e+04","105289","73934","2.3562000000000000e+04","3.1869999999999998e-01","3.9000000000000001e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1968","1.7582000000000000e+04","110433","82484","2.9930000000000000e+04","3.6290000000000000e-01","4.6420000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1969","9.3250000000000000e+03","105537","83487","3.2371000000000000e+04","3.8769999999999999e-01","4.3750000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1970","8.6080000000000000e+03","98398","82035","2.4183000000000000e+04","2.9480000000000001e-01","3.8819999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1971","1.1928000000000000e+04","78218","63308","2.3010000000000000e+04","3.6349999999999999e-01","3.5260000000000002e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1972","2.1320000000000000e+04","76439","57180","1.8727000000000000e+04","3.2750000000000001e-01","3.3579999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1973","1.2573000000000000e+04","110713","83547","2.2228000000000000e+04","2.6610000000000000e-01","2.8860000000000002e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1974","3.0480000000000000e+04","139266","98434","2.4581000000000000e+04","2.4970000000000001e-01","3.1390000000000001e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1975","3.8319000000000000e+04","153663","109565","3.6775000000000000e+04","3.3560000000000001e-01","3.9470000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1976","1.8575000000000000e+04","161260","123077","3.9799000000000000e+04","3.2340000000000002e-01","4.7489999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1977","9.9950000000000000e+03","136211","112057","3.4927000000000000e+04","3.1169999999999998e-01","6.7569999999999997e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1978","1.0748000000000000e+04","96227","78497","2.6585000000000000e+04","3.3870000000000000e-01","4.2590000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1979","1.4997000000000000e+04","85112","66722","2.3112000000000000e+04","3.4639999999999999e-01","4.2730000000000001e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1980","2.3582000000000000e+04","85037","58886","2.0513000000000000e+04","3.4839999999999999e-01","3.9450000000000002e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1981","1.4000000000000000e+04","88409","63560","2.2963000000000000e+04","3.6130000000000001e-01","4.6479999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1982","2.2127000000000000e+04","98959","67031","2.1489000000000000e+04","3.2060000000000000e-01","4.1380000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1983","2.5156000000000000e+04","123244","78538","3.8133000000000000e+04","4.8549999999999999e-01","7.0569999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1984","4.7752000000000000e+04","152128","96758","3.6979000000000000e+04","3.8219999999999998e-01","5.0819999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1985","1.7311000000000000e+04","131197","84763","3.9484000000000000e+04","4.6579999999999999e-01","7.0160000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1986","9.5000000000000000e+03","99214","73657","3.4595000000000000e+04","4.6970000000000001e-01","6.6949999999999998e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1987","9.8960000000000000e+03","78277","62182","2.1391000000000000e+04","3.4399999999999997e-01","4.4579999999999997e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1988","8.6840000000000000e+03","66040","52041","2.3182000000000000e+04","4.4550000000000001e-01","6.0890000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1989","1.6021000000000000e+04","58734","38278","2.2068000000000000e+04","5.7650000000000001e-01","8.0020000000000002e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1990","3.6710000000000000e+03","38009","29027","1.3487000000000000e+04","4.6460000000000001e-01","6.6049999999999998e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1991","6.6790000000000000e+03","28654","21030","8.7500000000000000e+03","4.1610000000000003e-01","5.1410000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1992","1.1418000000000000e+04","35695","20713","6.3960000000000000e+03","3.0880000000000002e-01","4.5800000000000002e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1993","1.0127000000000000e+04","51105","33068","6.1070000000000000e+03","1.8470000000000000e-01","2.3790000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1994","2.5186000000000000e+04","83975","42530","9.0460000000000000e+03","2.1270000000000000e-01","1.8629999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1995","4.2711000000000000e+04","144492","54299","2.3045000000000000e+04","4.2440000000000000e-01","3.1819999999999998e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1996","1.2870000000000000e+04","142610","85267","4.0422000000000000e+04","4.7410000000000002e-01","6.9610000000000005e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1997","6.4560000000000000e+03","97001","81711","3.4304000000000000e+04","4.1980000000000001e-01","7.5980000000000003e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1998","5.9310000000000000e+03","66298","55932","2.4005000000000000e+04","4.2920000000000003e-01","5.8079999999999998e-01","","","","","","","","","","","",""
"nwwg","cod-farp","1999","1.4370000000000000e+04","65193","45151","1.8306000000000000e+04","4.0539999999999998e-01","5.2100000000000002e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2000","1.9731000000000000e+04","91316","46314","2.1033000000000000e+04","4.5410000000000000e-01","3.5880000000000001e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2001","2.9699000000000000e+04","110109","59179","2.8183000000000000e+04","4.7620000000000001e-01","4.3020000000000003e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2002","1.3265000000000000e+04","98518","56132","3.8457000000000000e+04","6.8510000000000004e-01","8.1830000000000003e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2003","6.2720000000000000e+03","60615","40548","2.4501000000000000e+04","6.0419999999999996e-01","7.1850000000000003e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2004","3.6610000000000000e+03","37232","27204","1.3178000000000000e+04","4.8440000000000000e-01","6.5629999999999999e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2005","6.3710000000000000e+03","32411","23738","9.9060000000000000e+03","4.1730000000000000e-01","5.3890000000000005e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2006","8.2300000000000000e+03","31354","21345","1.0480000000000000e+04","4.9099999999999999e-01","6.0719999999999996e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2007","5.9570000000000000e+03","29369","18169","8.0160000000000000e+03","4.4119999999999998e-01","4.6910000000000002e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2008","8.7180000000000000e+03","34906","22787","7.4650000000000000e+03","3.2760000000000000e-01","4.0510000000000002e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2009","1.2685000000000000e+04","38766","23900","1.0002000000000000e+04","4.1849999999999998e-01","4.1430000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2010","1.9456000000000000e+04","58732","31404","1.2737000000000000e+04","4.0560000000000002e-01","4.1480000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-farp","2011","1.0200000000000000e+04","78779","29801","","","","","","","","","","","","","","",""
"nwwg","cod-iceg","1955","1.5198200000000000e+05","2348870","931617","5.4525000000000000e+05","3.7000000000000000e-01","2.8999999999999998e-01","","","","","","","","","","","",""
"nwwg","cod-iceg","1956","1.5283500000000000e+05","2074170","786512","4.8690900000000000e+05","3.7000000000000000e-01","2.8999999999999998e-01","","","","","","","","","","","",""
"nwwg","cod-iceg","1957","1.7066800000000000e+05","1871760","767187","4.5518200000000000e+05","3.8000000000000000e-01","3.1000000000000000e-01","","","","","","","","","","","",""
"nwwg","cod-iceg","1958","2.2066200000000000e+05","1859580","868043","5.1735900000000000e+05","4.2999999999999999e-01","3.5999999999999999e-01","","","","","","","","","","","",""
